numero;ano;data_pedido;recurso;situacao_pedido;orgao_solicitacao;descricao;arquivo_pedido;resposta;orgao_resposta;situacao_resposta;data_resposta;arquivos_resposta_pedido;arquivo_1o_recurso;descricao_1o_recurso;resposta_1o_recurso;orgao_1o_recurso;situacao_1o_recurso;data_resp_1o_recurso;arquivos_resposta_1o_recurso;arquivo_2o_recurso;descricao_2o_recurso;resposta_2o_recurso;orgao_2o_recurso;situacao_2o_recurso;data_resp_2o_recurso;arquivos_resposta_2o_recurso;motivo_pedido;sexo_solicitante;escolaridade_solicitante;profissao_solicitante;bairro_solicitante;cidade_solicitante;uf_solicitante;pais_solicitante;;;
20150045903006?;2015;28/08/2015;;Respondido;AUTARQUIA DE TRÂNSITO E TRANSPORTE URBANO DO RECIFE;Quais os logradouros onde foram registradas autuações por infração ao art. 184 CTB em:a. 2013?b. 2014?c. 2015?Favor indicar a quantidade em cada local.;;Prezado Senhor, a resposta para este pedido  encontra/se gravada em CD, a sua disposição, e por exigir trabalho minucioso na análise dos dados, deixamos de informar via Portal com base no inciso III, art. 13 do Decreto Municipal nº 28.527 de 16 de janeiro de 2015. Atenciosamente.;AUTARQUIA DE TRÂNSITO E TRANSPORTE URBANO DO RECIFE;Respondido;05/11/2015;;;;;;;;;;;;;;;;Pesquisa;M;Mestrado/Doutorado;Servidor público federal;Torre;Recife;Pernambuco;Brasil;;;
20150046003006?;2015;28/08/2015;;Respondido;AUTARQUIA DE TRÂNSITO E TRANSPORTE URBANO DO RECIFE;Quais os logradouros onde foram registradas autuações por infração ao art. 185 CTB em:a. 2013?b. 2014?c. 2015?Favor indicar a quantidade em cada local.;;Prezado Senhor, a resposta para este pedido  encontra/se gravada em CD, a sua disposição, e por exigir trabalho minucioso na análise dos dados, deixamos de informar via Portal com base no inciso III, art. 13 do Decreto Municipal nº 28.527 de 16 de janeiro de 2015. Atenciosamente.;AUTARQUIA DE TRÂNSITO E TRANSPORTE URBANO DO RECIFE;Respondido;05/11/2015;;;;;;;;;;;;;;;;Pesquisa;M;Mestrado/Doutorado;Servidor público federal;Torre;Recife;Pernambuco;Brasil;;;
20150046103006?;2015;28/08/2015;;Respondido;AUTARQUIA DE TRÂNSITO E TRANSPORTE URBANO DO RECIFE;Quais os logradouros onde foram registradas autuações por infração ao art. 186 CTB em:a. 2013?b. 2014?c. 2015?Favor indicar a quantidade em cada local.;;Prezado Senhor, a resposta para este pedido encontra/se gravada em CD, a sua disposição, e por exigir trabalho minucioso na análise dos dados, deixamos de informar via Portal com base no inciso III, art. 13 do Decreto Municipal nº 28.527 de 16 de janeiro de 2015. Atenciosamente.;AUTARQUIA DE TRÂNSITO E TRANSPORTE URBANO DO RECIFE;Respondido;05/11/2015;;;;;;;;;;;;;;;;Pesquisa;M;Mestrado/Doutorado;Servidor público federal;Torre;Recife;Pernambuco;Brasil;;;
20150046206007?;2015;29/08/2015;2;Respondido;AUTARQUIA DE MANUTENCAO E LIMPEZA URBANA;Por que a árvore da esquina das ruas Gervásio Fioravante e Cardeal Arcoverde foi podada em 29/08/15? Quais foram os últimos serviços de manutenção executados neste indivíduo? O serviço foi anotado em ART, conforme norma do CREA/CONFEA?;;Prezado Senhor,A Diretoria de Praças, Parques e Áreas Verdes informa que não realizou qualquer serviço de poda na árvore objeto de sua ocorrência.Atenciosamente,;AUTARQUIA DE MANUTENCAO E LIMPEZA URBANA;Respondido;17/09/2015;;;O serviço foi realizado no dia 29/08 por uma equipe da EMLURB como mostra o vídeo disponível neste link da Internet: http://bit.ly/1F5lxzn;Prezado XXXXXXXXXX,Segue anexa a resposta da EMLURB ao recurso interposto.Atenciosamente,Equipe do Portal da Transparência;AUTARQUIA DE MANUTENCAO E LIMPEZA URBANA;Respondido;29/09/2015;2015_3251_462_0_R.pdf;;A pergunta não foi respondida: por que a árvore da esquina das ruas Gervásio Fioravante e Cardeal Arcoverde foi podada em 29/08/15? Quero saber o motivo.;Prezado XXXXXXXXXX,Em atendimento à recomendação do CGAI, constante da Demanda nº 006/2015, segue documento encaminhado pela EMLURB, para fins de resposta ao pedido protocolado sob o nº 201500462060076.Atenciosamente,Equipe do Portal da Transparência;AUTARQUIA DE MANUTENCAO E LIMPEZA URBANA;Respondido;11/11/2015;2015_3353_462_0_R.pdf, 2015_3494_462_0_R.pdf;Outros;M;Pós-graduação;Membro de ONG nacional;Gracas;Recife;Pernambuco;Brasil;;;
20150046336999?;2015;30/08/2015;;Respondido;SECRETARIA DE TURISMO E LAZER;Quero participar do concurso simplificado da Prefeitura da Cidade do Recife.;20150830_171137620150046336.pdf;"Prezado senhor, 	 Está ocorrendo uma seleção simplificada na Setur/L para as funções de Coordenador pedagógico, Professor de educação física, Técnico administrativo e Agente social. Esses profissionais exercerão tais funções nas Academias Recife.           Segue em anexo arquivo com demais informações. Ressaltando que as inscrições encerram hoje, dia 31/08/2015.";SECRETARIA DE TURISMO E LAZER;Respondido;31/08/2015;2015_2763_463_0_R.pdf, 2015_2764_463_0_R.pdf, 2015_2765_463_0_R.pdf, 2015_2766_463_0_R.pdf, 2015_2767_463_0_R.pdf;;;;;;;;;;;;;;;Outros;M;Pós-graduação;não informado;Pau Amarelo;Paulista;Pernambuco;Brasil;;;
20150046433999?;2015;31/08/2015;;Respondido;SECRETARIA DE MOBILIDADE E CONTROLE URBANO;Sobre Licença para taxistas:Solicito saber 1. Relação das novas concessões realizadas nos últimos 5 anos.2. Relação de concessões canceladas nos últimos 5 anos e motivos.3. Relação de troca de proprietário das Concessões.Solicito atender pedidos em anexo;;Prezado Senhor, resposta anexa. Atenciosamente.1 / Nos últimos 5 (cinco) anos não houve cancelamento nem a inclusão de novas Permissões do Serviço de Táxi do Recife, hoje totalizando um número de 6.126 (seis mil cento e vinte e seis).2 / Quanto a substituição de permissionário, segue abaixo o número de permissões transferidas.     ANO      PERMISSÕES TRANSFERIDAS     2014                  287      2015                  127 / até o mês de Agosto;AUTARQUIA DE TRÂNSITO E TRANSPORTE URBANO DO RECIFE;Respondido;03/09/2015;2015_2861_464_0_R.pdf;;;;;;;;;;;;;;;Outros;M;Pós-graduação;Pesquisador;Boa Viagem;Recife;Pernambuco;Brasil;;;
20150046603006?;2015;31/08/2015;1;Respondido;AUTARQUIA DE TRÂNSITO E TRANSPORTE URBANO DO RECIFE;Solicito o inteiro teor da decisão no processo n. 2012121221, conforme notificação recebida hoje. Também indago onde posso acompanhar o andamento desse processo administrativo. Obrigado. Rodrigo Maia / OAB/PE 19098;20150831_163920150046603.pdf;Senhor, a resposta para esta demanda deve ser obtida no Atendimento da CTTU, na Rua Frei Casimiro, 91 / Santo Amaro,  das 8h às 13h. Na impossibilidade do  comparecimento do proprietário do veículo ou condutor identificado, o portador deve estar munido de  procuração. Quanto ao andamento do processo, acessar o site www.detran.pe.gov.br e no campo protocolo informar o número do processo. Atenciosamente.;AUTARQUIA DE TRÂNSITO E TRANSPORTE URBANO DO RECIFE;Respondido;04/09/2015;;20150907_195120150046603006Recurso1.pdf;O art. 11 da LAI determina que a informação deve ter seu acesso concedido de imediato. Não se pode imaginar uma intimação desacompanhada da decisão fundamentada e ainda mais condicionando o acesso a ela a local e horário próprio. Apresento precedente anexo.;Prezado,Segue anexa a transcrição da resposta da CTTU enviada a esta Controladoria através da Carta nº 174/2016 / DP / CTTU.Atenciosamente,Equipe do Portal da Transparência;AUTARQUIA DE TRÂNSITO E TRANSPORTE URBANO DO RECIFE;Respondido;26/05/2016;2015_4893_466_0_R.pdf, 2015_4893_466_1_R.pdf;;;;;;;;Outros;M;Pós-graduação;Outra;Boa Viagem;Recife;Pernambuco;Brasil;;;
20150046779003?;2015;01/09/2015;;Respondido;SECRETARIA DE SEGURANÇA URBANA;Bom dia, Solicito, se possível, cópia do Convênio Nº 812074/2014 (Concedente: MINISTÉRIO DA JUSTIÇA, Convenente: MUNICÍPIO DO RECIFE). Sendo a cópia em formato digital, conforme o Art. 11, § 5º da Lei nº 12.527, de 18/11/2011. Grato pela atenção desde já.;;Prezado XXXXXXXXX,Segue em anexo a resposta da Secretaria de Segurança Urbana.Atenciosamente,Equipe do Portal da Transparência;SECRETARIA DE SEGURANÇA URBANA;Respondido;18/09/2015;2015_3079_467_0_R.pdf;;;;;;;;;;;;;;;Estudo;M;Pós-graduação;Servidor público municipal;Areias;Recife;Pernambuco;Brasil;;;
20150046872065?;2015;01/09/2015;1;Respondido;CONTROLADORIA GERAL DO MUNICIPIO;"A consulta ao servidor não está gerando a opção \""salvar em planilha\"" para os meses 05,06 e 08 de 2015, apresentando a seguinte mensagem: \""Relatório não encontrado para o mês/ano.\"" mesmo após ter gerado a saída em tela. Favor corrigir ou justificar o problema.";;PrezadoXXXXXXXXXX,Finalizamos o presente pedido e encaminhamos sua demanda para a Ouvidoria Geral, posto tratar/se de sugestão à gestão municipal e não de Pedido de Acesso à Informação. Você receberá um nº de protocolo em seu e/mail. Para acompanhar o seu novo protocolo disque 0800 281 0040 ou acesse:http://ouvidoria.recife.pe.gov.br/node/17Atenciosamente, Equipe do Portal da Transparência;CONTROLADORIA GERAL DO MUNICIPIO;Respondido;01/09/2015;;;Trata/se de pedido ao órgão responsável pelo portal sim, e na mesma linha ao acesso a informação pois não estamos conseguindo um subproduto do portal. Favor manter a demanda com a controladoria e não ouvidoria.;"Prezado XXXXXXXXXX, O problema da opção ""Salvar em Planilha"" foi solucionado pela equipe de desenvolvimento do site. Qualquer dificuldade de acesso aos produtos do Portal da Transparência pode ser relatada diretamente através do e/mail transparencia@recife.pe.gov.br ou do telefone: (81) 3355.9011.Estamos à disposição para quaisquer esclarecimentos.Atenciosamente, Equipe do Portal da Transparência";CONTROLADORIA GERAL DO MUNICIPIO;Respondido;02/09/2015;;;;;;;;;Outros;M;Pós-graduação;Servidor público municipal;Gracas;Recife;Pernambuco;Brasil;;;
20150046979999?;2015;02/09/2015;;Respondido;SECRETARIA DE SEGURANÇA URBANA;Por meio deste pedido de informações venho solicitar:1. A razão pela qual a homologação do resultado final do primeirogrupo do concurso de 2014 da GCMR (prazo final do calendário oficialsendo 29/08/2015) não foi publicada no Diário Oficial do Município.;20150902_133637920150046979.pdf;"Prezada Andresa, A Secretaria de Segurança urbana informa que a ""homologação"" dos integrantes do primeiro grupo do Concurso Público de Agentes da Guarda Municipal do Recife foi publicada na edição do Diário Oficial do Município Nº 106 de 19 de setembro de 2015 (sábado).Atenciosamente, Equipe do Portal da Transparência";SECRETARIA DE SEGURANÇA URBANA;Respondido;21/09/2015;;;;;;;;;;;;;;;;Outros;F;Ensino Médio;não informado;Nova Descoberta;Recife;Pernambuco;Brasil;;;
20150047003006?;2015;02/09/2015;;Respondido;AUTARQUIA DE TRÂNSITO E TRANSPORTE URBANO DO RECIFE;Do valor apurado com a venda de talões da zona azul, quanto foi gasto com impressão de Talonário Zona Azul e Locação de imóveis para vendas de Talões, nos anos de:a) 2013?b) 2014?c) 2015?Favor discriminar cada um dos valores por ano.;;Toda Receita com a venda da dos Talonários Zona Azul são depositados na Conta Corrente do CNPJ da Prefeitura da Cidade do Recife.Tendo como fontes a Arrecadação de Impostos, a Receita de Infrações e a Venda de Talonários, a PCR  destina Orçamento para fazer face a todas as atividades Administrativas da empresa e para todas as atividades de Gestão de Trânsito da CTTU, incluindo aquelas despesas relacionadas a atividade de estacionamento rotativo Zona Azul: Impressão de Talonário Zona Azul/;AUTARQUIA DE TRÂNSITO E TRANSPORTE URBANO DO RECIFE;Respondido;22/10/2015;;;;;;;;;;;;;;;;Pesquisa;M;Mestrado/Doutorado;Servidor público federal;Torre;Recife;Pernambuco;Brasil;;;
20150047168005?;2015;02/09/2015;1;Respondido;GABINETE DO PREFEITO;Gostaria de esclarecimentos do porque todos os representantes de entidades cedido recebem todos os seu vencimento com base no art 252 do estatuto dos servidores Municipais do Recife exceto minha pessoa, estou aguardando essa resposta desde janeiro de 2015.;;Prezado XXXXXXXXXX, verificamos que foram protocolados outros Pedidos de Acesso à Informação com a mesma solicitação. Em anexo, segue resposta já apresentada pela Secretaria de Administração e Gestão de PessoasEstamos à disposição para quaisquer esclarecimentos.;SECRETARIA DE ADMINISTRAÇÃO E GESTÃO DE PESSOAS;Respondido;16/09/2015;2015_3051_471_0_R.pdf (INFORMA��O DE CUNHO PESSOAL, PROTEGIDA PELA LAI);20150922_214420150047168005Recurso1.pdf (INFORMA��O DE CUNHO PESSOAL, PROTEGIDA PELA LAI);Gostaria de saber porque a medida só foi aplicada a minha pessoa, e ao mesmo tempo gostaria de saber porque o servidor xxxx, Que foi cedido ao SATENPE me substituindo continua recebendo todas as vantagens se é ilegal.;"Prezado XXXXXXXXXX,Segue a resposta da Secretaria de Administração e Gestão de Pessoas: ""Não existe no sistema da folha de pagamento nenhuma informação ou documentação que oficializa a liberação do Servidor xxx para o SATENPE, portanto não há respaldo jurídico para exclusão das vantagens.""Atenciosamente,Equipe do Portal da Transparência";SECRETARIA DE ADMINISTRAÇÃO E GESTÃO DE PESSOAS;Respondido;01/10/2015;;;;;;;;;Outros;M;Ensino Superior;Servidor público municipal;Boa Vista;Recife;Pernambuco;Brasil;;;
20150047221005?;2015;02/09/2015;1;Respondido;SECRETARIA DE GOVERNO E PARTICIPAÇÃO SOCIAL;Gostaria de saber quando o Gabinete do Secretario vai responder essa demanda pendente desde janeiro de 2015. anexo solicitação;20150902_222220150047221.pdf (INFORMA��O DE CUNHO PESSOAL, PROTEGIDA PELA LAI);Segue em anexo Ofício 691/2015 GAB / SADGP em resposta ao ofício 001/2015 protocolado em 07 de janeiro de 2015. Atenciosamente.;SECRETARIA DE ADMINISTRAÇÃO E GESTÃO DE PESSOAS;Respondido;16/09/2015;2015_3049_472_0_R.pdf  (INFORMA��O DE CUNHO PESSOAL, PROTEGIDA PELA LAI);20150922_214920150047221005Recurso1.pdf  (INFORMA��O DE CUNHO PESSOAL, PROTEGIDA PELA LAI);Gostaria de saber porque a medida só foi aplicada a minha pessoa, e ao mesmo tempo gostaria de saber porque o servidor xxxxx, Que foi cedido ao SATENPE me substituindo continua recebendo todas as vantagens se é ilegal.;Prezado XXXXXXXXXX,No momento há o registro no Portal da Transparência de três pedidos com a mesma temática e de responsabilidade de uma mesma Secretaria (SADGP), dessa forma o retorno ao seu questionamento será dado no protocolo 201500471680057.Atenciosamente,Equipe do Portal da Transparência;SECRETARIA DE ADMINISTRAÇÃO E GESTÃO DE PESSOAS;Respondido;01/10/2015;;;;;;;;;Não informado;M;Ensino Superior;Servidor público municipal;Boa Vista;Recife;Pernambuco;Brasil;;;
20150047369051?;2015;02/09/2015;;Respondido;SECRETARIA DE ADMINISTRAÇÃO E GESTÃO DE PESSOAS;Gostaria de saber quando o Gabinete do Secretario vai responder essa demanda pendente desde janeiro de 2015. anexo solicitação.;20150902_222420150047369.pdf (INFORMA��O DE CUNHO PESSOAL, PROTEGIDA PELA LAI);Segue em anexo Ofício 691/2015 GAB / SADGP em resposta ao ofício 001/2015 protocolado em 07 de janeiro de 2015. Atenciosamente.;SECRETARIA DE ADMINISTRAÇÃO E GESTÃO DE PESSOAS;Respondido;16/09/2015;2015_3050_473_0_R.pdf (INFORMA��O DE CUNHO PESSOAL, PROTEGIDA PELA LAI);;;;;;;;;;;;;;;Não informado;M;Ensino Superior;Servidor público municipal;Boa Vista;Recife;Pernambuco;Brasil;;;
20150047440005?;2015;02/09/2015;;Respondido;SECRETARIA DE ASSUNTOS JURÍDICOS;Gostaria de saber quando o Gabinete do Secretario vai responder essa demanda pendente desde janeiro de 2015. anexo solicitação;20150902_222720150047440.pdf (INFORMA��O DE CUNHO PESSOAL, PROTEGIDA PELA LAI);Segue em anexo Ofício 691/2015 GAB / SADGP em resposta ao ofício 001/2015 protocolado em 07 de janeiro de 2015. Atenciosamente.;SECRETARIA DE ADMINISTRAÇÃO E GESTÃO DE PESSOAS;Respondido;17/09/2015;2015_3064_474_0_R.pdf (INFORMA��O DE CUNHO PESSOAL, PROTEGIDA PELA LAI);;;;;;;;;;;;;;;Não informado;M;Ensino Superior;Servidor público municipal;Boa Vista;Recife;Pernambuco;Brasil;;;
20150047534005?;2015;02/09/2015;1;Respondido;SECRETARIA DE SAÚDE;Gostaria de saber quando o Gabinete do Secretario vai responder essa demanda pendente desde janeiro de 2015. anexo solicitação;;Segue em anexo Ofício 691/2015 GAB / SADGP em resposta ao ofício 001/2015 protocolado em 07 de janeiro de 2015. Atenciosamente.;SECRETARIA DE ADMINISTRAÇÃO E GESTÃO DE PESSOAS;Respondido;17/09/2015;2015_3065_475_0_R.pdf (INFORMA��O DE CUNHO PESSOAL, PROTEGIDA PELA LAI);20150922_214620150047534005Recurso1.pdf (INFORMA��O DE CUNHO PESSOAL, PROTEGIDA PELA LAI);Gostaria de saber porque a medida só foi aplicada a minha pessoa, e ao mesmo tempo gostaria de saber porque o servidor xxxx, Que foi cedido ao SATENPE me substituindo continua recebendo todas as vantagens se é ilegal.;Prezado XXXXXXXXXX,No momento há o registro no Portal da Transparência de três pedidos com a mesma temática e de responsabilidade de uma mesma Secretaria (SADGP), dessa forma o retorno ao seu questionamento será dado no protocolo 201500471680057.Atenciosamente,Equipe do Portal da Transparência;SECRETARIA DE ADMINISTRAÇÃO E GESTÃO DE PESSOAS;Respondido;01/10/2015;;;;;;;;;Outros;M;Ensino Superior;Servidor público municipal;Boa Vista;Recife;Pernambuco;Brasil;;;
20150047634002?;2015;03/09/2015;;Respondido;SECRETARIA DE SAÚDE;Boa tarde! Venho solicitar o quantitativo nominal dos contratos de nutricionistas com cargas horarias de 20, 30 e 40h, bem como plantonistas da rede de saude municipal de Recife. Aguardo a informçao.;;Prezada XXXXXXXXXX, segue, em anexo, resposta às solicitações.;SECRETARIA DE SAÚDE;Respondido;10/09/2015;2015_2982_476_0_R.pdf;;;;;;;;;;;;;;;Outros;F;Pós-graduação;Outra;Sitio Novo;Olinda;Pernambuco;Brasil;;;
20150047769051?;2015;04/09/2015;;Respondido;SECRETARIA DE ADMINISTRAÇÃO E GESTÃO DE PESSOAS;Solicitando a V.Exa, que seja informado a nossa associação os valores do salário e gratificações de direito da classe, como também escaladas executadas pelo nosso efetivo como saúde e eventos no período de janeiro até o presente mês e ano, para que possamos avaliar os procedimentos adotados para os servidores que executam os serviços citados e seus critérios.Solicito ainda que sejam informadas as nomenclaturas dos Cargos Comissionados com seus valores.;;As informações constantes do texto de seu pedido de acesso à informação não são suficientes para que possamos dar o devido tratamento à demanda, razão pela qual deixamos de analisá/lo, conforme previsto no art. 13, II do Decreto nº 28.527/2015. Orientamos que protocole um novo pedido, explicando melhor o assunto sobre o qual necessita de esclarecimento/informação, ex. que tipo de Associação?;SECRETARIA DE ADMINISTRAÇÃO E GESTÃO DE PESSOAS;Respondido;15/09/2015;;;;;;;;;;;;;;;;Estudo;M;Ensino Superior;Servidor público municipal;Santo Amaro;Recife;Pernambuco;Brasil;;;
20150047869051?;2015;04/09/2015;;Respondido;SECRETARIA DE ADMINISTRAÇÃO E GESTÃO DE PESSOAS;Solicitando a V.Exa, que seja informado a nossa associação os valores do salário e gratificações de direito da classe, como também escaladas executadas pelo nosso efetivo como saúde e eventos no período de janeiro até o presente mês e ano, para que possamos avaliar os procedimentos adotados para os servidores que executam os serviços citados e seus critérios.Solicito ainda que sejam informadas as nomenclaturas dos Cargos Comissionados com seus valores.;;As informações constantes do texto de seu pedido de acesso à informação não são suficientes para que possamos dar o devido tratamento à demanda, razão pela qual deixamos de analisá/lo, conforme previsto no art. 13, II do Decreto nº 28.527/2015. Orientamos que protocole um novo pedido, explicando melhor o assunto sobre o qual necessita de esclarecimento/informação, ex. que tipo de Associação?;SECRETARIA DE ADMINISTRAÇÃO E GESTÃO DE PESSOAS;Respondido;15/09/2015;;;;;;;;;;;;;;;;Estudo;M;Ensino Superior;Servidor público municipal;Santo Amaro;Recife;Pernambuco;Brasil;;;
